source_type,s1_edge_preservation,preserved_subroutes,max_cluster_size,nn_pairs_preserved,backbone_preserved,s2_dist,elite_reconstruction
Evolution_L3,0.7500,14,9,0.5000,0.7429,799.6422,1
Evolution_L3,0.6389,10,6,0.5000,0.6571,850.3286,0
Evolution_L3,0.7222,13,6,0.5455,0.7429,797.4513,1
Evolution_L3,0.7778,16,9,0.5000,0.7714,817.8002,0
Evolution_L3,0.6389,12,6,0.5455,0.6571,867.0924,0
Evolution_L3,0.7778,14,9,0.5000,0.7714,812.2031,0
Evolution_L3,0.6667,12,6,0.5455,0.6857,846.8109,0
Evolution_L3,0.6389,12,5,0.5455,0.6571,797.8718,1
Evolution_L3,0.7222,14,6,0.5455,0.7429,915.1090,0
Evolution_L3,0.7500,12,6,0.5000,0.7714,802.6007,1
Evolution_L3,0.7778,13,7,0.5000,0.8000,797.4513,1
Evolution_L3,0.6389,10,7,0.5455,0.6571,797.8718,1
Evolution_L3,0.7778,16,6,0.6364,0.8000,797.4513,1
Evolution_L3,0.6667,13,6,0.5455,0.6857,868.9643,0
Evolution_L3,0.7500,16,9,0.5000,0.7429,827.5683,0
Evolution_L3,0.6667,12,6,0.4545,0.6857,898.0251,0
Evolution_L3,0.7500,16,9,0.5455,0.7429,797.8718,1
Evolution_L3,0.6944,14,7,0.5455,0.7143,811.3205,0
Evolution_L3,0.6667,10,5,0.5000,0.6857,843.4081,0
Evolution_L3,0.7778,16,8,0.5909,0.8000,855.0632,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,849.3667,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,840.1701,0
Evolution_L3,0.7778,15,8,0.4545,0.8000,842.2997,0
Evolution_L3,0.6944,13,6,0.5000,0.7143,918.6607,0
Evolution_L3,0.7222,13,9,0.4545,0.7143,890.3871,0
Evolution_L3,0.6667,12,6,0.5455,0.6857,846.8109,0
Evolution_L3,0.7778,12,9,0.4545,0.7714,879.7623,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,899.5264,0
Evolution_L3,0.7778,13,8,0.5455,0.8000,797.4513,1
Evolution_L3,0.6389,11,6,0.5455,0.6571,797.4513,1
Evolution_L3,0.6944,14,9,0.4545,0.6857,885.1219,0
Evolution_L3,0.7778,14,6,0.5455,0.8000,831.4938,0
Evolution_L3,0.7778,16,9,0.5000,0.7714,923.5395,0
Evolution_L3,0.6111,11,6,0.5455,0.6286,855.6616,0
Evolution_L3,0.6944,13,6,0.5455,0.7143,803.6943,1
Evolution_L3,0.6944,12,9,0.4091,0.6857,879.3343,0
Evolution_L3,0.6389,10,6,0.5000,0.6571,850.3286,0
Evolution_L3,0.6667,12,7,0.4545,0.6857,825.8377,0
Evolution_L3,0.7778,16,8,0.5455,0.8000,835.0500,0
Evolution_L3,0.7500,14,7,0.5909,0.7714,869.0950,0
Evolution_L3,0.7778,13,9,0.5000,0.7714,879.7623,0
Evolution_L3,0.6667,12,7,0.5000,0.6857,856.0184,0
Evolution_L3,0.5833,9,5,0.4545,0.6000,797.8718,1
Evolution_L3,0.7500,15,9,0.5000,0.7429,798.9434,1
Evolution_L3,0.6111,10,7,0.5000,0.6286,830.4195,0
Evolution_L3,0.7778,13,6,0.5000,0.8000,797.4513,1
Evolution_L3,0.7222,15,8,0.5000,0.7429,819.5792,0
Evolution_L3,0.7500,15,9,0.5000,0.7429,861.5831,0
Evolution_L3,0.6389,12,6,0.5455,0.6571,897.6718,0
Evolution_L3,0.7222,13,7,0.5000,0.7429,877.8308,0
Evolution_L3,0.6944,13,6,0.5455,0.7143,817.1960,0
Evolution_L3,0.6667,13,6,0.4545,0.6857,849.0166,0
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.7500,15,9,0.4091,0.7429,829.1403,0
Evolution_L3,0.7222,15,9,0.5000,0.7143,877.8308,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,865.3456,0
Evolution_L3,0.6667,11,7,0.5000,0.6857,850.6631,0
Evolution_L3,0.7778,14,9,0.4545,0.7714,864.4641,0
Evolution_L3,0.6944,11,7,0.5909,0.7143,803.3111,1
Evolution_L3,0.6389,12,6,0.5000,0.6571,797.4513,1
Evolution_L3,0.7500,14,9,0.4545,0.7429,900.6672,0
Evolution_L3,0.7500,13,7,0.5455,0.7714,832.4720,0
Evolution_L3,0.6944,14,9,0.5000,0.6857,822.9847,0
Evolution_L3,0.6111,11,6,0.5000,0.6286,829.4114,0
Evolution_L3,0.7500,14,9,0.5000,0.7429,819.6692,0
Evolution_L3,0.6667,11,5,0.5000,0.6857,869.2508,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.6944,14,6,0.5909,0.7143,825.4944,0
Evolution_L3,0.6111,9,5,0.4545,0.6286,834.7095,0
Evolution_L3,0.6944,13,6,0.5455,0.7143,803.6943,1
Evolution_L3,0.7778,15,7,0.5000,0.8000,821.6916,0
Evolution_L3,0.7778,13,6,0.5455,0.8000,834.9123,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7500,12,5,0.5455,0.7714,890.3326,0
Evolution_L3,0.7222,13,6,0.5000,0.7143,877.9875,0
Evolution_L3,0.7500,14,6,0.5455,0.7714,797.8718,1
Evolution_L3,0.6944,14,6,0.5909,0.7143,825.4944,0
Evolution_L3,0.7500,15,9,0.4091,0.7429,829.1403,0
Evolution_L3,0.7500,12,6,0.5000,0.7714,826.9890,0
Evolution_L3,0.7500,15,9,0.5000,0.7429,911.7984,0
Evolution_L3,0.6667,12,6,0.5455,0.6857,860.0162,0
Evolution_L3,0.7500,11,7,0.5000,0.7714,801.8739,1
Evolution_L3,0.6944,14,7,0.5455,0.7143,811.3205,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.6667,12,7,0.5455,0.6857,927.1781,0
Evolution_L3,0.7778,15,6,0.5909,0.8000,797.4513,1
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.7778,12,9,0.4545,0.7714,879.7623,0
Evolution_L3,0.7778,14,5,0.5000,0.8000,801.8739,1
Evolution_L3,0.7778,14,8,0.5000,0.8000,820.4407,0
Evolution_L3,0.6667,13,6,0.5000,0.6857,885.5925,0
Evolution_L3,0.6389,13,7,0.4545,0.6571,966.2628,0
Evolution_L3,0.6111,11,6,0.5000,0.6286,829.4114,0
Evolution_L3,0.6944,12,7,0.5000,0.7143,797.4513,1
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.6667,12,6,0.5000,0.6857,870.2914,0
Evolution_L3,0.7778,14,8,0.5455,0.8000,855.1927,0
Evolution_L3,0.7778,15,9,0.5000,0.7714,923.5395,0
Evolution_L3,0.7222,15,8,0.5000,0.7429,819.5792,0
Evolution_L3,0.6111,10,6,0.4091,0.6286,850.6631,0
Evolution_L3,0.7222,14,9,0.4091,0.7143,830.7646,0
Evolution_L3,0.7778,14,9,0.4545,0.7714,863.9562,0
Evolution_L3,0.7222,14,9,0.4091,0.7143,830.7646,0
Evolution_L3,0.7500,15,9,0.5000,0.7429,844.7870,0
Evolution_L3,0.7500,15,9,0.4091,0.7429,829.1403,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7222,13,5,0.4545,0.7143,862.6030,0
Evolution_L3,0.6944,15,9,0.4091,0.6857,858.0029,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.7222,14,6,0.5455,0.7429,855.2853,0
Evolution_L3,0.7222,14,7,0.5000,0.7429,869.4664,0
Evolution_L3,0.7778,15,8,0.5909,0.8000,889.8353,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.7500,13,6,0.5000,0.7714,904.1199,0
Evolution_L3,0.7500,12,5,0.5000,0.7714,831.8437,0
Evolution_L3,0.7222,13,7,0.5000,0.7429,797.4513,1
Evolution_L3,0.7500,14,9,0.5000,0.7429,797.8718,1
Evolution_L3,0.7778,15,9,0.4545,0.7714,849.3667,0
Evolution_L3,0.7500,13,9,0.5000,0.7429,818.9530,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,797.4513,1
Evolution_L3,0.6389,13,5,0.4545,0.6571,849.9314,0
Evolution_L3,0.7500,14,9,0.4545,0.7429,851.1324,0
Evolution_L3,0.7222,14,7,0.5000,0.7429,869.4664,0
Evolution_L3,0.7778,14,5,0.5000,0.8000,797.4513,1
Evolution_L3,0.6389,13,7,0.5455,0.6571,868.7131,0
Evolution_L3,0.6111,11,5,0.5455,0.6286,827.5683,0
Evolution_L3,0.6389,11,6,0.5000,0.6571,853.6062,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,801.8739,1
Evolution_L3,0.7500,15,9,0.5000,0.7429,857.7017,0
Evolution_L3,0.7778,14,7,0.6364,0.8000,797.4513,1
Evolution_L3,0.7500,11,6,0.5000,0.7714,854.1341,0
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.7778,16,9,0.5000,0.7714,837.0031,0
Evolution_L3,0.6944,12,7,0.5455,0.7143,821.6916,0
Evolution_L3,0.7778,15,9,0.5000,0.7714,865.3456,0
Evolution_L3,0.6389,11,7,0.5000,0.6571,892.6027,0
Evolution_L3,0.7500,14,9,0.4091,0.7429,873.4527,0
Evolution_L3,0.7222,14,9,0.4091,0.7143,858.5581,0
Evolution_L3,0.6111,13,6,0.4545,0.6286,797.4513,1
Evolution_L3,0.7222,15,8,0.5000,0.7429,819.5792,0
Evolution_L3,0.6111,11,6,0.4545,0.6286,860.0162,0
Evolution_L3,0.7222,13,9,0.4545,0.7143,890.3871,0
Evolution_L3,0.7222,14,6,0.5455,0.7429,915.1090,0
Evolution_L3,0.7778,17,9,0.4545,0.7714,916.3060,0
Evolution_L3,0.7222,15,8,0.5000,0.7429,819.5792,0
Evolution_L3,0.7500,12,5,0.5455,0.7714,890.3326,0
Evolution_L3,0.7222,14,7,0.5000,0.7429,869.4664,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.6111,12,6,0.4545,0.6286,832.5237,0
Evolution_L3,0.7778,14,7,0.5455,0.8000,797.4513,1
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,899.5264,0
Evolution_L3,0.6667,11,5,0.4545,0.6857,831.4938,0
Evolution_L3,0.7500,14,6,0.5000,0.7714,869.0950,0
Evolution_L3,0.6667,12,6,0.4545,0.6857,878.4719,0
Evolution_L3,0.7500,15,9,0.4091,0.7429,829.1403,0
Evolution_L3,0.7222,13,9,0.5455,0.7143,882.4457,0
Evolution_L3,0.6389,11,6,0.5000,0.6571,853.6062,0
Evolution_L3,0.6667,11,6,0.5000,0.6857,860.0162,0
Evolution_L3,0.6944,14,7,0.5455,0.7143,811.3205,0
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.6111,10,7,0.5455,0.6286,797.8718,1
Evolution_L3,0.7222,14,7,0.5000,0.7429,869.4664,0
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.7778,14,9,0.4545,0.7714,885.1219,0
Evolution_L3,0.7500,12,5,0.5000,0.7714,839.8519,0
Evolution_L3,0.7222,13,9,0.5455,0.7143,882.4457,0
Evolution_L3,0.7500,15,9,0.5000,0.7429,885.1219,0
Evolution_L3,0.6389,10,6,0.5455,0.6571,861.3870,0
Evolution_L3,0.7500,15,9,0.5455,0.7429,836.0613,0
Evolution_L3,0.7500,12,6,0.5000,0.7714,797.4513,1
Evolution_L3,0.7222,14,9,0.4091,0.7143,830.7646,0
Evolution_L3,0.7778,14,9,0.5000,0.7714,879.7623,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7778,15,6,0.5909,0.8000,797.4513,1
Evolution_L3,0.7500,13,9,0.5455,0.7429,899.2239,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.7778,14,5,0.5000,0.8000,797.4513,1
Evolution_L3,0.7500,15,9,0.5000,0.7429,798.9434,1
Evolution_L3,0.6944,15,9,0.4091,0.6857,858.0029,0
Evolution_L3,0.7222,15,8,0.5000,0.7429,819.5792,0
Evolution_L3,0.6389,13,7,0.5455,0.6571,868.7131,0
Evolution_L3,0.7778,16,9,0.5000,0.7714,837.0031,0
Evolution_L3,0.6944,13,9,0.4545,0.6857,797.8718,1
Evolution_L3,0.7778,13,9,0.4545,0.7714,872.2974,0
Evolution_L3,0.7778,14,6,0.5909,0.8000,797.4513,1
Evolution_L3,0.7778,15,8,0.5909,0.8000,797.8718,1
Evolution_L3,0.6944,14,9,0.4091,0.6857,846.8109,0
Evolution_L3,0.7222,13,7,0.5000,0.7429,797.4513,1
Evolution_L3,0.6111,10,7,0.5455,0.6286,810.5735,0
Evolution_L3,0.6111,11,5,0.5000,0.6286,854.5271,0
Evolution_L3,0.6944,14,9,0.4545,0.6857,883.6162,0
Evolution_L3,0.6944,14,7,0.5455,0.7143,811.3205,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.7500,13,7,0.5000,0.7714,797.8718,1
Evolution_L3,0.7222,14,9,0.4545,0.7143,886.9789,0
Evolution_L3,0.6389,11,6,0.4091,0.6571,801.8739,1
Evolution_L3,0.7778,14,8,0.5455,0.8000,797.8718,1
Evolution_L3,0.7778,15,9,0.5000,0.7714,797.4513,1
Evolution_L3,0.7222,13,7,0.5000,0.7429,866.4172,0
Evolution_L3,0.7500,13,7,0.5000,0.7714,797.8718,1
Evolution_L3,0.6389,12,6,0.5455,0.6571,867.0924,0
Evolution_L3,0.6667,13,8,0.5000,0.6857,853.6062,0
Evolution_L3,0.6944,14,9,0.5455,0.6857,836.0613,0
Evolution_L3,0.6944,14,9,0.4091,0.6857,848.9818,0
Evolution_L3,0.7778,15,9,0.5000,0.7714,888.1244,0
Evolution_L3,0.7778,13,7,0.5000,0.8000,826.0486,0
Evolution_L3,0.7778,14,6,0.5455,0.8000,828.8892,0
Evolution_L3,0.6944,14,9,0.4545,0.6857,869.9856,0
Evolution_L3,0.6667,11,6,0.5000,0.6857,867.0294,0
Evolution_L3,0.7778,16,9,0.5000,0.7714,817.8002,0
Evolution_L3,0.7500,16,9,0.5000,0.7429,857.3452,0
Evolution_L3,0.6111,10,7,0.5455,0.6286,868.3175,0
Evolution_L3,0.6389,11,6,0.5000,0.6571,890.7123,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.6667,14,6,0.5455,0.6857,862.0594,0
Evolution_L3,0.7222,14,9,0.4091,0.7143,830.7646,0
Evolution_L3,0.7778,14,9,0.5000,0.7714,866.3143,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,801.8739,1
Evolution_L3,0.7222,15,8,0.5000,0.7429,819.5792,0
Evolution_L3,0.7222,13,7,0.5909,0.7429,797.4513,1
Evolution_L3,0.7222,15,8,0.5000,0.7429,819.5792,0
Evolution_L3,0.6944,13,6,0.5455,0.7143,820.5115,0
Evolution_L3,0.7500,16,9,0.5000,0.7429,841.6429,0
Evolution_L3,0.6667,11,5,0.4545,0.6857,820.2431,0
Evolution_L3,0.7778,15,8,0.4545,0.8000,797.8718,1
Evolution_L3,0.7778,14,9,0.5000,0.7714,862.6486,0
Evolution_L3,0.7500,12,5,0.5455,0.7714,885.6443,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,898.1244,0
Evolution_L3,0.6944,13,6,0.5000,0.7143,797.8718,1
Evolution_L3,0.7500,16,9,0.5000,0.7429,841.6429,0
Evolution_L3,0.6389,11,7,0.5455,0.6571,876.8366,0
Evolution_L3,0.6667,12,7,0.4545,0.6857,825.8377,0
Evolution_L3,0.6389,12,5,0.5455,0.6571,797.8718,1
Evolution_L3,0.6667,12,6,0.4545,0.6857,846.8109,0
Evolution_L3,0.6944,14,9,0.4091,0.6857,887.4091,0
Evolution_L3,0.6667,12,6,0.5000,0.6857,832.6336,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.5833,9,7,0.5000,0.6000,842.3169,0
Evolution_L3,0.7778,16,9,0.5000,0.7714,857.7017,0
Evolution_L3,0.6944,12,6,0.5909,0.7143,836.1063,0
Evolution_L3,0.7500,16,8,0.5455,0.7714,859.6722,0
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.6389,11,6,0.5455,0.6571,797.4513,1
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.6389,11,6,0.4545,0.6571,853.6280,0
Evolution_L3,0.7500,13,6,0.5455,0.7714,854.1341,0
Evolution_L3,0.6667,11,5,0.5000,0.6857,869.2508,0
Evolution_L3,0.7222,14,9,0.4545,0.7143,886.9789,0
Evolution_L3,0.7500,16,9,0.5000,0.7429,841.6429,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,903.5819,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7500,12,6,0.4545,0.7714,911.7629,0
Evolution_L3,0.7500,14,9,0.4545,0.7429,900.6672,0
Evolution_L3,0.7778,16,8,0.5455,0.8000,835.0500,0
Evolution_L3,0.6944,14,9,0.4091,0.6857,839.5224,0
Evolution_L3,0.7778,13,9,0.5000,0.7714,797.8718,1
Evolution_L3,0.7222,14,9,0.4545,0.7143,886.9789,0
Evolution_L3,0.6667,12,6,0.5455,0.6857,846.8109,0
Evolution_L3,0.7222,14,6,0.5455,0.7429,915.1090,0
Evolution_L3,0.7222,14,7,0.5000,0.7429,869.4664,0
Evolution_L3,0.6667,12,6,0.5000,0.6857,832.6336,0
Evolution_L3,0.7500,14,9,0.4545,0.7429,851.1324,0
Evolution_L3,0.7500,13,7,0.5455,0.7714,835.0131,0
Evolution_L3,0.7222,15,9,0.5000,0.7143,870.9046,0
Evolution_L3,0.6667,11,7,0.5000,0.6857,850.6631,0
Evolution_L3,0.7778,15,7,0.6364,0.8000,801.8739,1
Evolution_L3,0.7778,14,9,0.5455,0.7714,797.8718,1
Evolution_L3,0.7500,13,7,0.5909,0.7714,797.4513,1
Evolution_L3,0.7222,14,6,0.5455,0.7429,905.7827,0
Evolution_L3,0.6944,13,6,0.5455,0.7143,797.8718,1
Evolution_L3,0.7778,15,6,0.6364,0.8000,797.4513,1
Evolution_L3,0.7500,15,9,0.5455,0.7429,836.0613,0
Evolution_L3,0.6944,14,9,0.5000,0.6857,822.9847,0
Evolution_L3,0.7778,15,7,0.5000,0.8000,821.6916,0
Evolution_L3,0.6944,14,8,0.5000,0.7143,860.7518,0
Evolution_L3,0.6944,14,9,0.4091,0.6857,848.9818,0
Evolution_L3,0.6389,11,5,0.5455,0.6571,801.8739,1
Evolution_L3,0.7500,14,9,0.4545,0.7429,851.1324,0
Evolution_L3,0.7500,16,9,0.5000,0.7429,857.3452,0
Evolution_L3,0.7778,15,9,0.4091,0.7714,820.1531,0
Evolution_L3,0.7778,16,9,0.5000,0.7714,925.0313,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7500,13,7,0.5909,0.7714,797.4513,1
Evolution_L3,0.7500,14,9,0.5000,0.7429,797.8718,1
Evolution_L3,0.7222,15,9,0.5000,0.7143,837.2387,0
Evolution_L3,0.7778,15,9,0.5000,0.7714,888.1244,0
Evolution_L3,0.7500,12,5,0.5000,0.7714,797.8718,1
Evolution_L3,0.7500,16,9,0.4545,0.7429,797.4513,1
Evolution_L3,0.7778,15,9,0.4545,0.7714,798.9434,1
Evolution_L3,0.7222,15,8,0.5000,0.7429,819.5792,0
Evolution_L3,0.6667,13,6,0.5000,0.6857,846.8109,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.6667,13,6,0.5455,0.6857,862.4588,0
Evolution_L3,0.7500,14,7,0.5000,0.7714,797.8718,1
Evolution_L3,0.6944,14,6,0.5909,0.7143,825.4944,0
Evolution_L3,0.6389,12,6,0.5000,0.6571,899.5264,0
Evolution_L3,0.7500,15,9,0.5000,0.7429,911.7984,0
Evolution_L3,0.6667,14,9,0.4091,0.6571,900.6463,0
Evolution_L3,0.6667,12,6,0.5455,0.6857,846.8109,0
Evolution_L3,0.7222,14,9,0.4545,0.7143,886.9789,0
Evolution_L3,0.7778,15,8,0.5455,0.8000,826.0486,0
Evolution_L3,0.6944,15,6,0.5455,0.7143,801.8739,1
Evolution_L3,0.6944,14,7,0.5455,0.7143,811.3205,0
Evolution_L3,0.6389,12,5,0.5000,0.6571,838.4405,0
Evolution_L3,0.7778,16,9,0.4545,0.7714,857.7017,0
Evolution_L3,0.6389,11,6,0.5000,0.6571,890.7123,0
Evolution_L3,0.7778,14,9,0.4545,0.7714,818.2542,0
Evolution_L3,0.6111,13,7,0.4545,0.6286,819.6692,0
Evolution_L3,0.6944,14,9,0.5000,0.6857,812.2031,0
Evolution_L3,0.7778,13,7,0.5455,0.8000,886.9318,0
Evolution_L3,0.7500,12,5,0.5000,0.7714,821.6916,0
Evolution_L3,0.5833,9,7,0.5000,0.6000,842.3169,0
Evolution_L3,0.5833,9,6,0.4545,0.6000,821.3432,0
Evolution_L3,0.6667,12,6,0.5000,0.6857,832.6336,0
Evolution_L3,0.6667,13,6,0.5000,0.6857,846.8109,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,797.4513,1
Evolution_L3,0.7778,13,7,0.5455,0.8000,797.4513,1
Evolution_L3,0.6667,13,6,0.4545,0.6857,849.0166,0
Evolution_L3,0.7778,17,9,0.4545,0.7714,916.3060,0
Evolution_L3,0.6944,14,9,0.4091,0.6857,846.8109,0
Evolution_L3,0.6667,10,5,0.5000,0.6857,843.4081,0
Evolution_L3,0.7500,13,7,0.5000,0.7714,797.8718,1
Evolution_L3,0.7778,14,5,0.5000,0.8000,797.4513,1
Evolution_L3,0.6944,12,6,0.5000,0.7143,853.6062,0
Evolution_L3,0.6944,13,9,0.5000,0.6857,823.4085,0
Evolution_L3,0.7500,15,9,0.4091,0.7429,829.1403,0
Evolution_L3,0.7222,14,7,0.5000,0.7429,869.4664,0
Evolution_L3,0.7778,14,9,0.5000,0.7714,797.4513,1
Evolution_L3,0.7778,15,7,0.5909,0.8000,846.8106,0
Evolution_L3,0.6389,13,7,0.4545,0.6571,966.2628,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.6944,13,8,0.5000,0.7143,855.6616,0
Evolution_L3,0.6111,12,7,0.5455,0.6286,856.0184,0
Evolution_L3,0.7500,15,9,0.4091,0.7429,829.1403,0
Evolution_L3,0.7778,14,9,0.4545,0.7714,818.2542,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,812.2031,0
Evolution_L3,0.7778,14,9,0.5000,0.7714,918.1411,0
Evolution_L3,0.7222,15,9,0.5455,0.7143,836.0613,0
Evolution_L3,0.6111,11,6,0.4545,0.6286,879.0130,0
Evolution_L3,0.6667,13,9,0.3636,0.6571,906.1982,0
Evolution_L3,0.6111,11,6,0.5455,0.6286,797.4513,1
Evolution_L3,0.6944,12,9,0.3636,0.6857,885.1026,0
Evolution_L3,0.7222,14,7,0.5000,0.7429,801.8739,1
Evolution_L3,0.7222,14,9,0.4091,0.7143,799.6422,1
Evolution_L3,0.6667,13,6,0.5455,0.6857,868.9643,0
Evolution_L3,0.7778,13,7,0.4545,0.8000,826.0486,0
Evolution_L3,0.7778,14,9,0.5455,0.7714,841.6429,0
Evolution_L3,0.6389,14,7,0.5000,0.6571,883.4400,0
Evolution_L3,0.6667,12,6,0.5000,0.6857,832.6336,0
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.6389,11,7,0.5000,0.6571,892.6027,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,924.8435,0
Evolution_L3,0.7222,14,6,0.5455,0.7429,915.1090,0
Evolution_L3,0.6111,13,6,0.4545,0.6286,797.4513,1
Evolution_L3,0.6389,13,5,0.4545,0.6571,849.9314,0
Evolution_L3,0.7778,13,9,0.5000,0.7714,879.7623,0
Evolution_L3,0.6389,12,7,0.5000,0.6571,841.5447,0
Evolution_L3,0.7778,15,9,0.4545,0.7714,797.4513,1
Evolution_L3,0.6111,10,6,0.5000,0.6286,797.4513,1
Evolution_L3,0.6111,12,6,0.4545,0.6286,832.5237,0
Evolution_L3,0.6667,14,6,0.5000,0.6857,825.8377,0
Evolution_L3,0.6944,13,6,0.5000,0.7143,797.8718,1
Evolution_L3,0.7222,13,7,0.5000,0.7429,797.4513,1
Evolution_L3,0.7222,14,6,0.5000,0.7429,854.7596,0
Evolution_L3,0.6944,13,7,0.5455,0.7143,820.7058,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,851.6396,0
Evolution_L3,0.6111,10,6,0.5000,0.6286,932.8922,0
Evolution_L3,0.6111,11,5,0.5455,0.6286,827.5683,0
Evolution_L3,0.6944,14,9,0.4545,0.6857,885.1219,0
Evolution_L3,0.6111,10,6,0.5000,0.6286,932.8922,0
Evolution_L3,0.7778,15,6,0.5909,0.8000,797.4513,1
Evolution_L3,0.7778,16,9,0.5000,0.7714,817.8002,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7500,15,9,0.4545,0.7429,851.6396,0
Evolution_L3,0.7778,14,9,0.4545,0.7714,999.9085,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7778,14,8,0.5455,0.8000,797.8718,1
Evolution_L3,0.6944,14,9,0.4091,0.6857,839.5224,0
Evolution_L3,0.6944,13,6,0.5000,0.7143,891.3333,0
Evolution_L3,0.7778,14,9,0.5000,0.7714,797.4513,1
Evolution_L3,0.7778,16,9,0.5000,0.7714,817.8002,0
Evolution_L3,0.7222,16,9,0.5000,0.7143,841.6429,0
Evolution_L3,0.7778,16,9,0.5000,0.7714,817.8002,0
Evolution_L3,0.6389,13,5,0.4545,0.6571,849.9314,0
Evolution_L3,0.6667,13,6,0.5455,0.6857,868.9643,0
Evolution_L3,0.6667,12,6,0.5000,0.6857,832.6336,0
Evolution_L3,0.6667,12,6,0.5455,0.6857,889.9579,0
Evolution_L3,0.6667,13,7,0.4545,0.6857,810.5735,0
Evolution_L3,0.7500,15,9,0.4545,0.7429,803.3111,1
Evolution_L3,0.7500,14,9,0.4545,0.7429,805.3063,1
Evolution_L3,0.7778,16,9,0.5000,0.7714,817.8002,0
Evolution_L3,0.6667,12,6,0.5455,0.6857,860.0162,0
Evolution_L3,0.7222,14,7,0.6364,0.7429,894.4709,0
Evolution_L3,0.6944,14,9,0.4091,0.6857,848.9818,0
Evolution_L3,0.6667,15,9,0.4091,0.6857,957.6875,0
Evolution_L3,0.6389,11,6,0.5455,0.6571,797.4513,1
Evolution_L3,0.7500,13,7,0.5000,0.7714,901.2252,0
Evolution_L3,0.7222,14,6,0.5455,0.7429,855.2853,0
Evolution_L3,0.6667,13,5,0.4545,0.6857,820.2431,0
Evolution_L3,0.6944,14,8,0.5000,0.7143,850.6631,0
Evolution_L3,0.6944,14,9,0.4091,0.6857,839.5224,0
Evolution_L3,0.6944,13,7,0.5000,0.7143,851.1324,0
Evolution_L3,0.6667,13,6,0.5000,0.6857,899.2333,0
Evolution_L3,0.7500,12,6,0.5000,0.7714,797.4513,1
Evolution_L3,0.6389,13,6,0.5000,0.6571,941.6542,0
Evolution_L3,0.7778,13,6,0.5000,0.8000,823.7503,0
